Asset ID,Work Order,Route,Creation Date,Creation By,Completion Date,Completed By,Reason,Status,Activity,WoDesc,WoComments,
SIG_56706,56921,Southfield Rd,10/6/2023,Maustermann1,,,Constrctn,Open,Retire,,,
SIG_56709,56921,Southfield Rd,10/9/2023,Maustermann1,,,Constrctn,Open,Replace,,,
SIG_56714,56921,Southfield Rd,10/9/2023,Maustermann1,,,Constrctn,Open,Retire,,,
SIG_56723,56921,Southfield Rd,10/9/2023,Maustermann1,,,Constrctn,Open,Retire,,,
SIG_56725,56921,Southfield Rd,10/6/2023,Maustermann1,,,Constrctn,Open,Retire,,,
SIG_56726,56921,Southfield Rd,10/6/2023,Maustermann1,,,Constrctn,Open,Replace,,,
SIG_56727,56921,Southfield Rd,10/6/2023,Maustermann1,,,Constrctn,Open,Replace,,,
SIG_56731,56921,Southfield Rd,10/6/2023,Maustermann1,,,Constrctn,Open,Replace,,,
SIG_56736,AndyReplace,Southfield Rd,7/18/2023,Abates1,,,InventoryAdj,Open,Replace,replace missing,,
SIG_56743,56921,Southfield Rd,10/6/2023,Maustermann1,,,Constrctn,Open,Replace,,,
SIG_56783,AndyReplace,Southfield Rd,7/18/2023,Abates1,,,InventoryAdj,Open,Replace,Warn and fadded.  Repalce,,
SIG_56790,BrentNTOR,Southfield Rd,7/18/2023,Bhollady1,,,InventoryAdj,Open,Retire,This is not the proper sign for NTOR Per FHWA,,
SIG_56796,AndyRem,Southfield Rd,7/18/2023,Abates1,,,InventoryAdj,Open,Retire,remove no longer needed bc of curb,,
SIG_57210,20211108AW1,Squirrel Rd,11/8/2021,Awilfong1,,,Reflectivity,Open,Replace,Replacing signs/posts around 4 way stop intersection,,
SIG_57262,20200228,Squirrel Rd,2/28/2020,awilfong,10/13/2020,,Reflectivity,Open,Replace,Replacing Warning signs,HALL/HAMILTON/HERSHEY/RODRIGUEZ,
SIG_57296,WH23,Stanton Rd,7/6/2023,WHerman1,,,InventoryAdj,Open,Replace,,,
SIG_57302,WH23,Stanton Rd,7/6/2023,WHerman1,,,InventoryAdj,Open,Replace,,,
SIG_57308,WH23,Stanton Rd,7/6/2023,WHerman1,,,InventoryAdj,Open,Replace,,,
SIG_57313,WH23,Stanton Rd,7/6/2023,WHerman1,,,InventoryAdj,Open,Replace,,,
SIG_57378,WH23,State Pk Rd,7/21/2023,WHerman1,,,InventoryAdj,Open,Replace,,,
SIG_57380,WH23,State Pk Rd,7/21/2023,WHerman1,,,InventoryAdj,Open,Replace,,,
SIG_57381,WH23,State Pk Rd,7/21/2023,WHerman1,,,InventoryAdj,Open,Replace,,,
SIG_57382,WH23,State Pk Rd,7/21/2023,WHerman1,,,InventoryAdj,Open,Replace,,,
SIG_57383,WH23,State Pk Rd,7/21/2023,WHerman1,,,InventoryAdj,Open,Replace,,,
SIG_57384,WH23,State Pk Rd,7/21/2023,WHerman1,,,InventoryAdj,Open,Replace,,,
SIG_57386,WH23,State Pk Rd,7/21/2023,WHerman1,,,InventoryAdj,Open,Replace,,Missing,
SIG_578947,56921,Southfield Rd,10/9/2023,Maustermann1,,,Constrctn,Open,Replace,,,
SIG_578948,,Southfield Rd,10/4/2023,Maustermann1,,,,Open,New,,,
SIG_57916,WH23,Thompson Rd,6/27/2023,WHerman1,,,InventoryAdj,Open,Replace,,Missing,
SIG_57917,WH23,Thompson Rd,6/27/2023,WHerman1,,,InventoryAdj,Open,Replace,,,
SIG_580217,,12 Mile Rd,10/6/2023,Maustermann1,,,,Open,New,,,
SIG_580217,56921,12 Mile Rd,10/6/2023,Maustermann1,,,Constrctn,Open,Reinstall,At 84" Mounting height,,
SIG_580223,,San Rosa Blvd,10/6/2023,Maustermann1,,,,Open,New,,,
SIG_580224,56921,Southfield Rd,10/6/2023,Maustermann1,,,Constrctn,Open,New,,,
SIG_580225,56921,Southfield Rd,10/6/2023,Maustermann1,,,Constrctn,Open,New,,,
SIG_580227,56921,Southfield Rd,10/6/2023,Maustermann1,,,Constrctn,Open,New,,,
SIG_580230,,Southfield Rd,10/6/2023,Maustermann1,,,,Open,New,,,
SIG_580232,56921,Southfield Rd,10/6/2023,Maustermann1,,,Constrctn,Open,New,,,
SIG_580233,56921,Southfield Rd,10/6/2023,Maustermann1,,,Constrctn,Open,Retire,,,
SIG_580234,56921,Southfield Rd,10/6/2023,Maustermann1,,,Constrctn,Open,New,,,
SIG_580235,56921,Southfield Rd,10/6/2023,Maustermann1,,,Constrctn,Open,Replace,,,
SIG_580236,56921,Southfield Rd,10/6/2023,Maustermann1,,,Constrctn,Open,Replace,,,
SIG_580237,,Southfield Rd,10/6/2023,Maustermann1,,,,Open,New,,,
SIG_580237,56921,Southfield Rd,10/6/2023,Maustermann1,,,Constrctn,Open,Replace,,,
SIG_580238,56921,Southfield Rd,10/6/2023,Maustermann1,,,Constrctn,Open,Replace,,,
SIG_580625,56921,San Rosa Blvd,10/6/2023,Maustermann1,,,Constrctn,Open,Retire,,,
SIG_580625,,San Rosa Blvd,10/6/2023,Maustermann1,,,,Open,New,,,
SIG_580627,56921,Southfield Rd,10/6/2023,Maustermann1,,,Constrctn,Open,New,,,
SIG_580628,56921,Glenwood,10/6/2023,Maustermann1,,,Constrctn,Open,Retire,,,
SIG_580629,56921,Glenwood,10/6/2023,Maustermann1,,,Constrctn,Open,Retire,,,
SIG_580630,56921,Southfield Rd,10/6/2023,Maustermann1,,,Constrctn,Open,New,,,
SIG_580631,56921,Southfield Rd,10/6/2023,Maustermann1,,,Constrctn,Open,New,,,
SIG_580632,56921,Southfield Rd,10/6/2023,Maustermann1,,,Constrctn,Open,New,,,
SIG_580633,56921,Southfield Rd,10/6/2023,Maustermann1,,,Constrctn,Open,Replace,,,
SIG_580634,,southfield rd,10/6/2023,Maustermann1,,,,Open,New,,,
SIG_580635,56921,Southfield Rd,10/6/2023,Maustermann1,,,Constrctn,Open,New,,,
SIG_581169,56921,Southfield,10/9/2023,Maustermann1,,,Constrctn,Open,Replace,,,
SIG_581172,56921,Southfield Rd,10/9/2023,Maustermann1,,,Constrctn,Open,New,,,
SIG_581173,,Southfield Rd,10/9/2023,Maustermann1,,,,Open,New,,,
SIG_581175,56921,Southfield Rd,10/9/2023,Maustermann1,,,Constrctn,Open,Replace,,,
SIG_581176,56921,Southfield Rd,10/9/2023,Maustermann1,,,Constrctn,Open,Retire,,,
SIG_581177,56921,Southfield Rd,10/9/2023,Maustermann1,,,Constrctn,Open,New,,,
SIG_581573,56921,Southfield,10/9/2023,Maustermann1,,,Constrctn,Open,Replace,,,
SIG_581574,56921,Southfield,10/9/2023,Maustermann1,,,Constrctn,Open,Replace,,,
SIG_581575,56921,Southfield,10/9/2023,Maustermann1,,,Constrctn,Open,Replace,,,
SIG_581576,,11 Mile Rd,10/9/2023,Maustermann1,,,,Open,New,,,
SIG_581577,56921,Southfield,10/9/2023,Maustermann1,,,Constrctn,Open,Replace,,,
SIG_581578,,11 Mile Rd,10/9/2023,Maustermann1,,,,Open,New,,,
SIG_581580,56921,e,10/9/2023,Maustermann1,,,Constrctn,Open,Replace,,,
SIG_581581,56921,Southfield Rd,10/9/2023,Maustermann1,,,Constrctn,Open,Retire,,,
SIG_581582,56921,Southfield Rd,10/9/2023,Maustermann1,,,Constrctn,Open,New,,,
SIG_581586,,Southfield Rd,10/9/2023,Maustermann1,,,,Open,New,,,
SIG_581587,,Southfield Rd,10/9/2023,Maustermann1,,,,Open,New,,,
SIG_581590,,Southfield,10/9/2023,Maustermann1,,,,Open,New,,,
SIG_581591,,southfield rd,10/9/2023,Maustermann1,,,,Open,New,,,
SIG_581592,,Southfield Rd,10/9/2023,Maustermann1,,,,Open,New,,,
SIG_581593,56921,Southfield Rd,10/9/2023,Maustermann1,,,Constrctn,Open,Retire,,,
SIG_581594,56921,Southfield Rd,10/9/2023,Abates1,,,Constrctn,Open,New,,,
SIG_581596,56921,Southfield Rd,10/9/2023,Maustermann1,,,Constrctn,Open,New,,,
SIG_581597,56921,Southfield Rd,10/9/2023,Maustermann1,,,Constrctn,Open,New,,,
SIG_581598,56921,Southfield Rd,10/9/2023,Maustermann1,,,Constrctn,Open,New,,,
SIG_581599,56921,Southfield Rd,10/9/2023,Maustermann1,,,Constrctn,Open,New,,,
SIG_581604,,Southfield Rd,10/9/2023,Maustermann1,,,,Open,New,,,
SIG_581605,56921,11 Mile Rd,10/9/2023,Maustermann1,,,Constrctn,Open,Replace,,,
SIG_582080,56921,Southfield Rd,10/9/2023,Maustermann1,,,Constrctn,Open,New,,,
SIG_582085,56921,Southfield Rd,10/9/2023,Maustermann1,,,Constrctn,Open,New,,,
SIG_582087,56921,Southfield Rd,10/9/2023,Maustermann1,,,Constrctn,Open,New,,,
SIG_582088,56921,Southfield Rd,10/9/2023,Maustermann1,,,Constrctn,Open,New,,,
SIG_582089,56921,Southfield Rd,10/9/2023,Maustermann1,,,Constrctn,Open,New,,,
SIG_582090,56921,southfield rd,10/9/2023,Maustermann1,,,Constrctn,Open,Replace,,,
SIG_582092,56921,Southfield Rd,10/9/2023,Maustermann1,,,Constrctn,Open,New,,,
SIG_582599,56921,Southfield Rd,10/10/2023,Maustermann1,,,Constrctn,Open,New,,,
SIG_582600,56921,Southfield Rd,10/10/2023,Maustermann1,,,Constrctn,Open,New,,,
SIG_58303,WH23,Tinsman Rd,6/30/2023,WHerman1,,,InventoryAdj,Open,Replace,,Missing,
SIG_58305,WH23,Tinsman Rd,6/30/2023,WHerman1,,,InventoryAdj,Open,Replace,,Missing,
SIG_58306,WH23,Tinsman Rd,6/30/2023,WHerman1,,,InventoryAdj,Open,Replace,,Missing,
SIG_58307,WH23,Tinsman Rd,6/30/2023,WHerman1,,,InventoryAdj,Open,Replace,,Missing,
SIG_58309,WH23,Tinsman Rd,6/30/2023,WHerman1,,,InventoryAdj,Open,Replace,,,
SIG_58393,WH23,Tipsico Lake Rd,6/26/2023,WHerman1,,,InventoryAdj,Open,Replace,,,
SIG_58394,WH23,Tipsico Lake Rd,6/26/2023,WHerman1,,,InventoryAdj,Open,Replace,,Missing,
SIG_58401,WH23,Townsend Rd,6/7/2023,WHerman1,,,InventoryAdj,Open,Replace,,,
SIG_58402,WH23,Townsend Rd,6/7/2023,WHerman1,,,InventoryAdj,Open,Replace,,,
SIG_58403,WH23,Townsend Rd,6/7/2023,WHerman1,,,InventoryAdj,Open,Replace,,,
SIG_58404,WH23,Townsend Rd,6/7/2023,WHerman1,,,InventoryAdj,Open,Replace,,,
SIG_584298,,Orion Rd,10/12/2023,Koberts1,,,Reflectivity,Open,Replace,Replace- sign is faded. ,,
SIG_58724,230915MA1,Union Lake Road,9/15/2023,Maustermann1,,,Faded,Open,Replace,Replace Faded Chevron facing S for NB traffic,,
SIG_58785,BrentNTOR,Union Lake Rd,7/18/2023,Bhollady1,,,AccidentDamage,Open,Retire,This is not the proper sign for NTOR,,
SIG_58956,WH23,Van Rd,6/20/2023,WHerman1,,,InventoryAdj,Open,Replace,,Missing,
SIG_58957,WH23,Van Rd,6/20/2023,WHerman1,,,InventoryAdj,Open,Replace,,,
SIG_58959,WH23,Van Rd,6/20/2023,WHerman1,,,InventoryAdj,Open,Replace,,,
SIG_58960,WH23,Van Rd,6/20/2023,WHerman1,,,InventoryAdj,Open,Replace,,,
SIG_58964,WH23,Van Rd,6/20/2023,WHerman1,,,InventoryAdj,Open,Replace,,,
SIG_58992,WH23,Groveland Rd,6/16/2023,WHerman1,,,InventoryAdj,Open,Replace,,Bent,
SIG_58994,WH23,Van Rd,6/16/2023,WHerman1,,,InventoryAdj,Open,Replace,,Missing,
SIG_58995,WH23,Van Rd,6/16/2023,WHerman1,,,InventoryAdj,Open,Replace,,,
SIG_59003,WH23,Vassar Rd,6/29/2023,WHerman1,,,InventoryAdj,Open,Replace,,,
SIG_59008,20230602CC,Voorheis Rd,6/1/2023,Ccarraway1,,,Reflectivity,Open,Replace,PER ANDY,,
SIG_59010,20230602CC,Voorheis Rd,6/1/2023,Ccarraway1,,,Reflectivity,Open,Replace,PER ANDY,,
SIG_59016,20230602CC,Voorheis Rd,6/1/2023,Ccarraway1,,,Reflectivity,Open,Replace,PER ANDY,,
SIG_59017,20230602CC,Voorheis Rd,6/1/2023,Ccarraway1,,,Faded,Open,Replace,PER ANDY,,
SIG_59019,20230605CC,Voorheis Rd,6/2/2023,Ccarraway1,,,Reflectivity,Open,Replace,,,
SIG_59020,20230605CC,Voorheis Rd,6/2/2023,Ccarraway1,,,Reflectivity,Open,Replace,,,
SIG_59021,20230602CC,Voorheis Rd,6/1/2023,Ccarraway1,,,Faded,Open,Replace,PER ANDY,,
SIG_59024,20230602CC,Voorheis Rd,6/1/2023,Ccarraway1,,,Reflectivity,Open,Replace,PER ANDY,,
SIG_59025,20230602CC,Voorheis Rd,6/1/2023,Ccarraway1,,,Reflectivity,Open,Replace,PER ANDY,,
SIG_59026,20230605CC,Voorheis Rd,6/2/2023,Ccarraway1,,,Reflectivity,Open,Replace,,,
SIG_59027,20230605CC,Voorheis Rd,6/2/2023,Ccarraway1,,,Reflectivity,Open,Replace,,,
SIG_59028,20230602CC,Voorheis Rd,6/1/2023,Ccarraway1,,,Faded,Open,Replace,PER ANDY,,
SIG_59030,20230602CC,Voorheis Rd,6/1/2023,Ccarraway1,,,Reflectivity,Open,Replace,PER ANDY,,
SIG_59031,20230602CC,Voorheis Rd,6/1/2023,Ccarraway1,,,Reflectivity,Open,Replace,PER ANDY,,
SIG_59032,20230602CC,Voorheis Rd,6/1/2023,Ccarraway1,,,Faded,Open,Replace,PER ANDY,,
SIG_59034,20230605CC,Voorheis Rd,6/2/2023,Ccarraway1,,,Reflectivity,Open,Replace,,,
SIG_59036,20230602CC,Voorheis Rd,6/1/2023,Ccarraway1,,,Required Installation,Open,Replace,PER ANDY,,
SIG_59039,20230602CC,Voorheis Rd,6/1/2023,Ccarraway1,,,Reflectivity,Open,Replace,PER ANDY,,
SIG_59040,20230602CC,Voorheis Rd,6/1/2023,Ccarraway1,,,Faded,Open,Replace,PER ANDY,,
SIG_59042,20230605CC,Voorheis Rd,6/2/2023,Ccarraway1,,,Reflectivity,Open,Replace,,,
SIG_59044,20230602CC,Voorheis Rd,6/1/2023,Ccarraway1,,,Reflectivity,Open,Replace,PER ANDY,,
SIG_59045,20230602CC,Voorheis Rd,6/1/2023,Ccarraway1,,,Faded,Open,Replace,PER ANDY,,
SIG_59046,20230602CC,Voorheis Rd,6/1/2023,Ccarraway1,,,InventoryAdj,Open,Replace,PER ANDY,,
SIG_59047,20230602CC,Voorheis Rd,6/1/2023,Ccarraway1,,,Faded,Open,Replace,PER ANDY,,
SIG_59048,20230605CC,Voorheis Rd,6/2/2023,Ccarraway1,,,Reflectivity,Open,Replace,,,
SIG_59050,20230605CC,Voorheis Rd,6/2/2023,Ccarraway1,,,Reflectivity,Open,Replace,,,
SIG_59051,20230602CC,Voorheis Rd,6/1/2023,Ccarraway1,,,Required Installation,Open,Replace,PER ANDY,,
SIG_59052,20230602CC,Voorheis Rd,6/1/2023,Ccarraway1,,,Reflectivity,Open,Replace,PER ANDY,,
SIG_59053,20230602CC,Voorheis Rd,6/1/2023,Ccarraway1,,,Reflectivity,Open,Replace,PER ANDY,,
SIG_59054,20230602CC,Voorheis Rd,6/1/2023,Ccarraway1,,,Reflectivity,Open,Replace,PER ANDY,,
SIG_59055,20230602CC,Voorheis Rd,6/1/2023,Ccarraway1,,,Reflectivity,Open,Replace,PER ANDY,,
SIG_59056,20230602CC,Voorheis Rd,6/1/2023,Ccarraway1,,,Reflectivity,Open,Replace,PER ANDY,,
SIG_59057,20230605CC,Voorheis Rd,6/2/2023,Ccarraway1,,,Reflectivity,Open,Replace,,,
SIG_59058,20230605CC,Voorheis Rd,6/2/2023,Ccarraway1,,,Reflectivity,Open,Replace,,,
SIG_59059,20230602CC,Voorheis Rd,6/1/2023,Ccarraway1,,,Reflectivity,Open,Replace,PER ANDY,,
SIG_59060,20230602CC,Voorheis Rd,6/1/2023,Ccarraway1,,,Reflectivity,Open,Replace,PER ANDY,,
SIG_59062,20230605CC,Voorheis Rd,6/2/2023,Ccarraway1,,,Reflectivity,Open,Replace,,,
SIG_59065,20230605CC,Voorheis Rd,6/2/2023,Ccarraway1,,,Reflectivity,Open,Replace,,,
SIG_59077,20230605CC,Voorheis Rd,6/2/2023,Ccarraway1,,,Reflectivity,Open,Replace,,,
SIG_59078,20230605CC,Voorheis Rd,6/2/2023,Ccarraway1,,,Reflectivity,Open,Replace,,,
SIG_59080,20230602CC,Voorheis Rd,6/1/2023,Ccarraway1,,,Reflectivity,Open,Replace,PER ANDY,,
SIG_59081,20230602CC,Voorheis Rd,6/1/2023,Ccarraway1,,,Reflectivity,Open,Replace,PER ANDY,,
SIG_59082,20230605CC,Voorheis Rd,6/2/2023,Ccarraway1,,,Reflectivity,Open,Replace,,,
SIG_59085,20230602CC,Voorheis Rd,6/1/2023,Ccarraway1,,,Reflectivity,Open,Replace,PER ANDY,,
SIG_59086,20230602CC,Voorheis Rd,6/1/2023,Ccarraway1,,,Reflectivity,Open,Replace,PER ANDY,,
SIG_59087,20230602CC,Voorheis Rd,6/1/2023,Ccarraway1,,,Reflectivity,Open,Replace,PER ANDY,,
SIG_59089,20230602CC,Voorheis Rd,6/1/2023,Ccarraway1,,,Reflectivity,Open,Replace,PER ANDY,,
SIG_59090,20230602CC,Voorheis Rd,6/1/2023,Ccarraway1,,,Reflectivity,Open,Replace,PER ANDY,,
SIG_59091,20230605CC,Voorheis Rd,6/2/2023,Ccarraway1,,,Reflectivity,Open,Replace,,,
SIG_59092,20230602CC,Voorheis Rd,6/1/2023,Ccarraway1,,,Reflectivity,Open,Replace,PER ANDY,,
SIG_59093,20230605CC,Voorheis Rd,6/2/2023,Ccarraway1,,,Reflectivity,Open,Replace,,,
SIG_59097,20230605CC,Voorheis Rd,6/2/2023,Ccarraway1,,,Reflectivity,Open,Replace,,,
SIG_59100,20230602CC,Voorheis Rd,6/1/2023,Ccarraway1,,,Reflectivity,Open,Replace,PER ANDY,,
SIG_59102,20230602CC,Voorheis Rd,6/1/2023,Ccarraway1,,,Reflectivity,Open,Replace,PER ANDY,,
SIG_59106,20230602CC,Voorheis Rd,6/1/2023,Ccarraway1,,,Reflectivity,Open,Replace,PER ANDY,,
SIG_59107,20230602CC,Voorheis Rd,6/1/2023,Ccarraway1,,,Required Installation,Open,Replace,PER ANDY,,
SIG_59108,20230602CC,Voorheis Rd,6/1/2023,Ccarraway1,,,Reflectivity,Open,Replace,PER ANDY,,
SIG_59112,20230602CC,Voorheis Rd,6/1/2023,Ccarraway1,,,Reflectivity,Open,Replace,PER ANDY,,
SIG_59119,20230602CC,Voorheis Rd,6/1/2023,Ccarraway1,,,Reflectivity,Open,Replace,PER ANDY,,
SIG_59120,20230602CC,Voorheis Rd,6/1/2023,Ccarraway1,,,Reflectivity,Open,Replace,PER ANDY,,
SIG_592317,,White lake Rd,10/24/2023,Dflowers1,,,,Open,New,,,
SIG_592318,,White Lake Rd,10/24/2023,Dflowers1,,,,Open,New,,,
SIG_592319,,Parview Dr,10/24/2023,Dflowers1,,,,Open,New,,,
SIG_592320,,Balmoral Terr,10/24/2023,Dflowers1,,,,Open,New,,,
SIG_592321,,Wellesley Ter,10/24/2023,Dflowers1,,,,Open,New,,,
SIG_592323,,Waterford Hill Ter,10/24/2023,Dflowers1,,,,Open,New,,,
SIG_5946,20230705RL2,13 Mile Rd,7/6/2023,Rlipinski1,,,Faded,Open,Replace,Replace,,
SIG_59599,20230510RL1,Walnut Lake Rd,5/11/2023,Rlipinski1,,,InventoryAdj,Open,Retire,Remove no parking sign and post.,,
SIG_5960,20230705RL2,13 Mile Rd,7/6/2023,Rlipinski1,,,Knockdown,Open,Replace,Re-install post and sign,,
SIG_59600,20230510RL1,Walnut Lake Rd,5/11/2023,Rlipinski1,,,InventoryAdj,Open,Retire,Remove no parking sign and post.,,
SIG_59607,20230510RL1,Walnut Lake Rd,5/11/2023,Rlipinski1,,,InventoryAdj,Open,Retire,Remove no parking sign and post.,,
SIG_59608,20230510RL1,Walnut Lake Rd,5/11/2023,Rlipinski1,,,InventoryAdj,Open,Retire,Remove no parking sign and post.,,
SIG_59614,20230510RL1,Walnut Lake Rd,5/11/2023,Rlipinski1,,,InventoryAdj,Open,Retire,Remove no parking sign and post.,,
SIG_59617,20230510RL1,Walnut Lake Rd,5/11/2023,Rlipinski1,,,InventoryAdj,Open,Retire,Remove no parking sign and post.,,
SIG_59627,20230510RL1,Walnut Lake Rd,5/11/2023,Rlipinski1,,,InventoryAdj,Open,Retire,Remove no parking sign and post.,,
SIG_59628,20230510RL1,Walnut Lake Rd,5/11/2023,Rlipinski1,,,InventoryAdj,Open,Retire,Remove no parking sign and post.,,
SIG_59633,20230510RL1,Walnut Lake Rd,5/11/2023,Rlipinski1,,,InventoryAdj,Open,Retire,Remove no parking sign and post.,,
SIG_59638,20230510RL1,Walnut Lake Rd,5/11/2023,Rlipinski1,,,InventoryAdj,Open,Retire,Remove no parking sign.,,
SIG_59840,20230308RL2,Walnut Lake Rd,3/8/2023,Rlipinski1,,,InventoryAdj,Open,Retire,Remove Hidden Intersection sign and posts.,,
SIG_59951,20240327MB1,Walters Rd,4/18/2024,Mbachman1,,,Faded,Open,Replace,Replace signs and posts.,Replace Stop sign. Not marked.,
SIG_59952,20240327MB1,Walters Rd,4/18/2024,Mbachman1,,,Faded,Open,Replace,Replace signs and posts.,Replace TRAFFIC FROM LEFT DOES NOT STOP sign. Not marked.,
SIG_59953,20240327MB1,Flemings Lake Rd,4/18/2024,Mbachman1,,,Faded,Open,Replace,Replace signs and posts.,Replace Walters Rd sign. Not marked.,
SIG_59954,20240327MB1,Flemings Lake Rd,4/18/2024,Mbachman1,,,Faded,Open,Replace,Replace signs and posts.,Replace Flemings Lake Rd sign. Not marked.,
SIG_59997,WH23,Walton Boulevard,6/15/2023,Abates1,,,InventoryAdj,Open,Replace,,,
SIG_60298,,Walton Blvd ,11/14/2022,Dschimmel1,,,Other,Open,Other,,Replace sign for Walton project,
SIG_60299,,Walton Blvd ,11/14/2022,Dschimmel1,,,Other,Open,Other,,Replace sign for Walton project,
SIG_60303,,Walton Blvd ,11/14/2022,Dschimmel1,,,Other,Open,Other,,Replace sign for Walton project,
SIG_60311,,Walton Blvd ,11/14/2022,Dschimmel1,,,Other,Open,Align,,Replace sign for Walton project,
SIG_60312,,Walton Blvd ,11/14/2022,Dschimmel1,,,Other,Open,Other,,Replace sign for Walton project,
SIG_60319,,Walton Blvd ,11/14/2022,Dschimmel1,,,Other,Open,Other,,Replace sign for Walton project,
SIG_60320,,Walton Blvd ,11/14/2022,Dschimmel1,,,Other,Open,Align,,Replace sign for Walton project,
SIG_60336,,Walton Blvd ,11/14/2022,Dschimmel1,,,Other,Open,Other,,Replace sign for Walton project,
SIG_60339,,Walton Blvd ,11/14/2022,Dschimmel1,,,Other,Open,Other,,Replace sign for Walton project,
SIG_60341,,Walton Blvd ,11/14/2022,Dschimmel1,,,Other,Open,Other,,Replace sign for Walton project,
SIG_60343,,Walton Blvd ,11/14/2022,Dschimmel1,,,Other,Open,Other,,Replace sign for Walton project,
SIG_60361,,Walton Blvd ,11/14/2022,Dschimmel1,,,Other,Open,Other,,Replace sign for Walton project,
SIG_60368,,Walton Blvd ,11/14/2022,Dschimmel1,,,Other,Open,Other,,Remove sign for Walton project,
SIG_60369,,Walton Blvd ,11/14/2022,Dschimmel1,,,Other,Open,Align,,Replace sign by district 7,
SIG_60523,WH23,Walton Blvd ,6/14/2023,WHerman1,,,InventoryAdj,Open,Replace,,,
SIG_60656,57181,Walton Blvd ,7/31/2023,Abates1,,,InventoryAdj,Open,Replace,,HRC/Contractor Project.  Not for D7.,
SIG_60657,57181,Walton Blvd ,7/31/2023,Abates1,,,InventoryAdj,Open,Replace,,HRC/Contractor Project.  Not for D7.,
SIG_60661,57181,Walton Blvd ,7/31/2023,Abates1,,,InventoryAdj,Open,Replace,,HRC/Contractor Project.  Not for D7.,
SIG_60662,57181,Walton Blvd ,7/31/2023,Abates1,,,InventoryAdj,Open,Retire,,HRC/Contractor Project.  Not for D7.,
SIG_60667,57181,Walton Blvd ,7/31/2023,Abates1,,,InventoryAdj,Open,Replace,,HRC/Contractor Project.  Not for D7.,
SIG_60668,57181,Walton Blvd ,7/31/2023,Abates1,,,InventoryAdj,Open,Replace,,HRC/Contractor Project.  Not for D7.,
SIG_60669,57181,Walton Blvd ,7/31/2023,Abates1,,,InventoryAdj,Open,Replace,,HRC/Contractor Project.  Not for D7.,
SIG_60670,57181,Walton Blvd ,7/31/2023,Abates1,,,InventoryAdj,Open,Replace,,HRC/Contractor Project.  Not for D7.,
SIG_60671,57181,Walton Blvd ,7/31/2023,Abates1,,,InventoryAdj,Open,Replace,,HRC/Contractor Project.  Not for D7.,
SIG_60672,57181,Walton Blvd ,7/31/2023,Abates1,,,InventoryAdj,Open,Replace,,HRC/Contractor Project.  Not for D7.,
SIG_60673,57181,Walton Blvd ,7/31/2023,Abates1,,,InventoryAdj,Open,Replace,,HRC/Contractor Project.  Not for D7.,
SIG_60688,57181,Walton Blvd ,7/31/2023,Abates1,,,InventoryAdj,Open,Replace,,HRC/Contractor Project.  Not for D7.,
SIG_60712,57181,Walton Blvd ,7/31/2023,Abates1,,,Constrctn,Open,Replace,,HRC/Contractor Project.  Not for D7.,
SIG_60723,57181,Walton Blvd ,7/31/2023,Abates1,,,InventoryAdj,Open,Retire,,HRC/Contractor Project.  Not for D7.,
SIG_60728,57181,Walton Blvd ,7/31/2023,Abates1,,,InventoryAdj,Open,Retire,,HRC/Contractor Project.  Not for D7.,
SIG_60729,57181,Walton Blvd ,7/31/2023,Abates1,,,InventoryAdj,Open,Replace,,HRC/Contractor Project.  Not for D7.,
SIG_60730,57181,Walton Blvd ,7/31/2023,Abates1,,,InventoryAdj,Open,Replace,,HRC/Contractor Project.  Not for D7.,
SIG_60734,57181,Walton Blvd ,7/31/2023,Abates1,,,InventoryAdj,Open,Replace,,HRC/Contractor Project.  Not for D7.,
SIG_60737,57181,Walton Blvd ,7/31/2023,Bhollady1,,,InventoryAdj,Open,Retire,Retire & Replace with Sign R10-15L When available. ,R10-15L will be used for Left turns The proper sign is symbolic. ,
SIG_60763,57181,Walton Blvd ,7/31/2023,Abates1,,,InventoryAdj,Open,Replace,,HRC/Contractor Project.  Not for D7.,
SIG_60764,57181,Walton Blvd ,7/31/2023,Abates1,,,InventoryAdj,Open,Replace,,HRC/Contractor Project.  Not for D7.,
SIG_610490,,Orchard Lake Rd,11/30/2023,Mbachman1,,,,Open,New,,,
SIG_610666,,Elizabeth Lake Rd,12/11/2023,Mbachman1,,,,Open,New,,,
SIG_610668,,Elizabeth Lake Rd,12/11/2023,Mbachman1,,,,Open,New,,,
SIG_61167,,Watkins Lake Rd,6/8/2023,WHerman1,,,InventoryAdj,Open,Replace,,,
SIG_61327,20230621CC,Watkins Lake Rd,6/21/2023,Ccarraway1,,,Reflectivity,Open,Replace,,OLD STYLE,
SIG_61338,20230621CC,Watkins Lake Rd,6/21/2023,Ccarraway1,,,Reflectivity,Open,Replace,,,
SIG_61341,20230621CC,Watkins Lake Rd,6/21/2023,Ccarraway1,,,Reflectivity,Open,Replace,,,
SIG_61349,20230621CC,Watkins Lake Rd,6/21/2023,Ccarraway1,,,Reflectivity,Open,Replace,,,
SIG_6137,20230703RL1,14 Mile Rd,7/20/2023,Rlipinski1,,,Faded,Open,Replace,Replace ,,
SIG_614,20210615AW2,Livernois Rd,6/17/2021,Awilfong1,,,Reflectivity,Open,Replace,Replacing warning signs and posts,,
SIG_6148,20230705RL2,14 Mile Rd,7/6/2023,Rlipinski1,,,InventoryAdj,Open,Replace,Replace signs,,
